SITE;Original ID;CID;RAG.TREATMENT;RAG.ORDER;INGFIRST;RAG.LOCAL1;RAG.DISTANT1;RAG.SELF2;RAG.DISTANT2;RAG.ORDER2;INGFIRST2;RAG.DISTANT3;RAG.OUTGROUP3;RAG.SELF4;RAG.OUTGROUP4;GA1;GA2;GA3;HONEST13;HONEST;DG.TREATMENT;DG.ORDER;ORDCODE;DIDRAG;DG.LOCAL1;DG.DISTANT1;DG.SELF2;DG.DISTANT2;DG.DISTANT3;DG.OUTGROUP3;DG.SELF4;DG.OUTGROUP4;GA1;GA2;GA3;DG.HONEST;SEX;AGE13;AGE;FAMILY;CHILDREN;FORMALED;HOUSEHOLD;MAT1;MAT2;MAT3;MAT4;BGPUNISH;BGSTLIMP;BGLIEIMP;BGMURDIMP;BGFEEL;BGSEE;BGREWARD;BGDIE;LGPUNISH;LGSTEALIMP;LGLIEIMP;LGMURDIMP;LGFEEL;LGSEE;LGREWARD;LGDIE;POLEVAL;CORELEMO;INGREMO;OUTGREMO;CORELSIM;OUTSIM
Kananga;1078;1351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2413;2;0;5;5;5;5;5;5;5;5;tshisola, kansokomansokoma;conscience;NA;0;1;31;31;2;4;8;6;1;1;1;1;1;3;2;2;1;1;2;1;0;1;1;2;0;0;0;0;-1;2;4;1;1;-1
Kananga;1079;1352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;aid;sharing;NA;0;0;29;29;2;5;7;9;1;1;1;1;1;4;4;4;1;1;3;1;1;1;2;2;1;0;0;0;1;2;3;5;2;-2
Kananga;1080;1353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1342;1;0;5;5;5;5;5;5;8;2;the money sharing game;men's lives;NA;0;1;44;44;2;9;12;11;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;-2;2;1;4;2;-1
Kananga;1081;1354;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3214;3;0;5;5;5;5;5;5;5;5;how tomanage others in a job;the truth;NA;0;0;42;42;2;7;6;9;1;1;1;1;0;1;1;0;1;1;3;0;1;1;1;1;1;1;1;0;1;2;1;5;1;-1
Kananga;1082;1355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the sharing without conditions;sharing money;NA;0;0;35;35;2;1;8;7;1;1;1;1;1;1;1;1;1;1;2;1;0;0;0;0;0;0;0;0;-2;4;5;5;2;1
Kananga;1083;1356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1324;1;0;5;5;8;2;5;5;8;2;the game reminds me of the game of six;know the qualities of people;NA;0;1;48;48;2;9;12;12;0;0;0;0;1;1;2;2;1;1;3;1;0;0;0;0;0;0;0;0;-1;3;4;2;1;1
Kananga;1084;1357;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the choice independant;chance;NA;0;0;27;27;1;4;12;6;1;1;1;1;1;3;2;3;1;1;2;1;1;1;1;1;0;1;2;0;1;5;5;5;1;2
Kananga;1085;1358;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4123;4;0;7;3;8;2;7;3;5;5;the game of six;the equal sharing;NA;1;0;26;26;2;5;10;7;1;1;1;1;1;2;2;3;1;1;3;1;0;0;0;0;0;0;0;0;-2;1;3;3;-1;1
Kananga;1086;1359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4132;4;0;4;6;5;5;5;5;5;5;the game reminds me of congo's tobacco game;this is the love between christians;NA;0;1;42;42;2;5;8;7;0;0;0;0;1;2;2;2;1;1;1;1;0;0;0;0;0;0;0;0;-1;3;3;3;-1;1
Kananga;1087;1360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2134;2;0;5;5;8;2;5;5;8;2;the game gives the idea of ??sharing;the sharing;NA;0;0;45;45;2;7;8;9;0;0;0;0;1;2;2;3;1;1;3;1;0;0;0;1;0;0;1;0;-1;3;4;4;-1;1
Kananga;1088;1361;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2134;2;0;10;0;5;5;10;0;10;0;sharing money;game of luck;NA;0;0;30;30;2;5;3;7;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0;1;1;0;0;1;1;3;2;1;-1
Kananga;1089;1362;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1342;1;0;6;4;8;2;5;5;7;3;coin flip game, lottery;awareness;NA;0;1;35;35;2;2;9;4;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;0;-1;5;3;4;0;-1
Kananga;1090;1363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the game coin flip game;coin flip game;NA;0;1;49;49;2;6;14;10;0;0;0;0;1;4;4;4;1;1;3;1;0;0;0;0;0;0;0;0;1;4;4;4;2;1
Kananga;1091;1364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4123;4;0;NA;NA;5;5;5;5;5;5;the game reminds me of a card game;this is the love of neighbor;NA;0;0;57;57;2;7;12;9;0;0;0;0;1;2;2;2;1;1;2;1;0;0;0;0;0;0;0;0;-1;3;4;4;1;1
Kananga;1092;1365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game sharing;game of money;NA;0;0;29;29;2;5;3;7;1;1;1;1;1;3;4;4;1;1;3;1;0;1;0;0;0;1;1;0;-1;3;2;4;0;-1
Kananga;1093;1366;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game voting;ongd;NA;0;0;30;30;2;3;9;5;1;1;1;1;1;3;1;1;1;1;2;1;0;0;0;0;0;0;0;0;-2;5;5;5;1;-2
Kananga;1094;1367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sharing money with unknown people;sharing;NA;0;0;24;24;2;3;12;5;0;0;0;0;1;4;3;4;1;1;2;1;0;0;0;0;0;0;0;0;-2;3;3;3;1;2
Kananga;1095;1368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3124;3;0;NA;NA;9;1;NA;NA;9;1;money;love;NA;0;1;30;30;2;2;9;4;1;1;1;1;0;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;1;1;3;5;1;-1
Kananga;1096;1369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1324;1;0;5;5;5;5;5;5;5;5;the game of money;love;NA;0;0;59;59;2;6;5;3;0;0;0;0;1;2;0;1;1;1;3;1;0;0;0;0;0;0;0;0;0;2;3;5;1;-1
Kananga;1097;1370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;solidarity;transparency;NA;0;1;72;72;2;12;12;16;1;1;1;1;1;4;4;4;1;1;1;1;0;0;0;0;1;1;1;0;0;4;5;4;1;2
Kananga;1098;1371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1234;1;0;5;5;4;6;5;5;5;5;coin flip game, lottery dare;love;NA;0;0;35;35;2;3;7;7;1;1;1;1;1;3;2;2;1;1;2;1;0;0;2;2;0;0;0;0;2;5;5;5;-1;1
Kananga;1099;1372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;solidarity with the unknown;draw;NA;0;1;47;47;2;8;9;12;1;0;0;0;1;1;1;1;1;1;3;1;0;0;0;0;0;0;0;0;1;4;4;4;1;1
Kananga;1100;1373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no idea;jai of money;NA;0;0;20;20;1;NA;12;13;1;1;1;1;1;4;4;4;1;1;3;1;0;0;0;0;0;0;0;0;-1;1;3;4;0;1
Kananga;1101;1374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3421;3;0;NA;NA;9;1;NA;NA;9;1;mundele, coin flip game, tombola;the money sharing;NA;0;0;42;42;2;4;6;9;1;1;0;0;1;2;2;3;1;1;2;1;0;2;0;2;0;0;0;0;1;5;4;2;1;-1
Kananga;1102;1375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;this is a help to everyone whose name came out for the game;the consolation;NA;0;1;43;43;2;6;9;15;1;1;1;1;1;4;4;4;1;1;3;1;1;4;4;4;1;1;1;1;-2;5;5;5;2;1
Kananga;1103;1376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game of money;sharing;NA;0;0;65;65;5;4;3;8;1;1;1;1;1;4;4;4;1;1;3;1;1;1;2;4;0;0;0;0;1;1;4;2;2;-2
Kananga;1104;1377;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no idea;welfare;NA;0;0;66;66;5;8;4;2;1;1;1;1;1;4;3;4;1;1;3;1;0;0;0;0;0;0;0;0;-1;4;2;5;0;0
Kananga;1105;1378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1243;1;0;5;5;9;1;5;5;8;2;the game of love;the sharing;NA;0;0;32;32;2;4;10;10;0;0;0;0;1;2;1;3;1;1;3;1;1;1;2;2;0;0;1;0;1;3;4;3;-1;-1
Kananga;1106;1379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2134;2;0;5;5;6;4;4;6;8;2;mbadi, coin flip game;the money sharing;NA;0;0;20;20;1;0;12;9;0;0;0;0;1;2;2;1;1;1;2;0;1;2;1;1;1;1;2;0;0;5;1;3;1;1
Kananga;1107;1380;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1432;1;0;5;5;7;3;5;5;7;3;the game reminds me money sharing;sharing between men led;NA;0;1;44;44;2;8;11;10;1;1;1;1;1;2;1;3;1;1;2;1;0;0;0;0;0;0;0;0;-1;3;4;3;1;1
Kananga;1108;1381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the volunteer vote;the vote;NA;0;0;27;27;2;3;9;9;1;1;1;1;1;2;2;2;1;1;1;0;1;2;2;2;0;1;1;0;-2;5;5;5;2;-1
Kananga;1109;1382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;joy;welfare;NA;0;0;30;30;2;4;9;6;1;1;1;1;1;4;4;4;1;1;3;1;0;0;0;0;0;0;0;0;-1;1;3;4;2;-1
Kananga;1110;1383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2143;2;0;5;5;5;5;5;5;5;5;coin flip game, mbadi;the shared currency;NA;0;1;32;32;2;1;12;3;1;1;1;1;1;2;3;2;1;1;1;1;1;2;1;2;0;0;1;0;-1;5;4;3;1;1
Kananga;1111;1384;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2431;2;0;5;5;5;5;5;5;5;5;sharing game;love of neighbor;NA;0;0;33;33;2;8;6;7;1;1;1;1;0;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;1;1;3;4;1;-1
Kananga;1112;1385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;communion with others;benefice;NA;0;1;35;35;2;0;10;3;1;1;1;1;1;4;4;4;1;1;3;1;1;1;2;3;0;0;0;0;2;4;2;4;1;-1
Kananga;1113;1386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1234;1;0;5;5;5;5;5;5;5;5;coin flip game;the equitable sharing;NA;1;0;36;36;2;6;6;8;1;1;1;1;1;3;3;3;1;1;2;1;0;1;0;2;0;0;0;0;-1;5;5;5;1;-1
Kananga;1114;1387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the answering was always willing to receive me;unconditional sharing;NA;0;1;25;25;2;2;12;4;1;1;1;1;1;4;4;4;1;1;3;1;0;0;0;0;0;0;0;0;2;5;4;4;2;2
Kananga;1115;1388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;love;sharing;NA;0;0;28;28;2;4;7;6;1;1;1;1;1;4;4;4;1;1;3;0;0;0;0;0;0;0;0;0;2;1;4;5;2;-2
Kananga;1116;1389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1432;1;0;6;4;9;1;5;5;9;1;the game of six;the sharing;NA;0;1;28;28;1;0;14;1;1;1;1;1;1;3;3;3;1;1;3;1;0;0;0;0;0;0;0;0;-2;3;4;4;1;1
Kananga;1117;1390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sharing or communion of a tribute to the other;sharing good;NA;0;1;18;18;1;NA;11;7;1;1;1;1;1;4;4;4;1;1;3;1;0;0;0;0;0;0;1;0;-2;2;4;1;0;-1
Kananga;1118;1391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ammaillaute gift;draw;NA;0;1;25;25;1;0;6;1;0;1;0;0;1;4;4;4;1;1;2;1;1;2;1;1;0;1;1;0;0;5;5;5;-1;1
Kananga;1119;1392;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game (ambula nfumu udia mbonga);gambling;NA;0;1;78;78;2;7;5;18;1;1;1;1;0;4;4;4;1;1;3;1;0;4;4;4;0;1;1;0;2;5;5;5;1;0
Kananga;1120;1393;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4231;4;0;5;5;3;7;5;5;7;3;the game reminds me of the love in sharing;the equal sharing;NA;1;1;35;35;2;3;15;6;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;2;2;-1;1
Kananga;1121;1394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3142;3;0;5;5;4;6;5;5;5;5;the sand of silver;love;NA;0;0;35;35;2;9;8;12;1;1;1;1;0;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;-1;2;4;1;1;-2
Kananga;1122;1395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1423;1;0;5;5;6;4;5;5;6;4;a study of love;game of love;NA;0;1;39;39;2;6;14;11;1;1;1;1;1;2;2;2;1;1;3;0;0;0;0;0;0;0;0;0;-1;1;3;5;1;-1
Kananga;1123;1396;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game sharing;welfare;NA;0;0;26;26;2;3;6;5;1;1;1;1;1;4;4;4;1;1;3;1;0;0;0;0;0;0;0;0;-1;2;4;5;2;-2
Kananga;1124;1397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2314;2;0;5;5;5;5;5;5;5;5;the sharing;compassion;NA;0;0;29;29;5;5;7;8;1;1;1;1;0;1;1;0;1;1;3;0;0;0;0;0;0;1;0;0;1;1;3;5;2;-2
Kananga;1125;1398;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1234;1;0;NA;NA;5;5;5;5;5;5;the game of money;men's lives;NA;0;0;26;26;2;2;9;5;1;1;1;1;0;1;2;2;1;1;3;0;0;0;0;0;0;0;0;0;1;1;3;5;1;-1
Kananga;1126;1399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;civilization;love game;NA;0;1;39;39;2;6;9;9;1;1;1;1;1;4;4;4;1;1;3;1;0;0;0;0;0;0;0;0;-2;2;3;5;1;-1
Kananga;1127;1400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;discretion;discreand sharing;NA;0;1;40;40;2;8;8;13;1;1;1;1;1;4;4;4;1;1;3;1;0;2;2;2;0;0;0;0;-2;4;4;4;1;2
Kananga;1128;1401;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;a job;sharing;NA;0;1;38;38;2;2;10;4;0;1;1;1;1;4;4;4;1;1;2;1;1;0;2;1;1;1;0;0;2;2;4;4;1;-1
Kananga;1129;1402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game busness;game of money;NA;0;1;40;40;2;4;12;6;1;1;1;1;1;3;3;3;1;1;3;1;0;0;1;0;0;0;2;0;2;2;4;3;-1;-1
Kananga;1130;1403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3214;3;0;5;5;5;5;5;5;5;5;the game reminds me of love;united in love;NA;0;1;74;74;2;6;7;10;1;1;1;1;1;2;2;3;1;1;3;1;0;0;0;0;0;0;0;0;1;3;4;3;1;1
Kananga;1131;1404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;being social with expats;love;NA;0;0;42;42;2;8;8;10;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;0;2;4;4;4;0;0
Kananga;1132;1405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;social help;game of money;NA;0;0;42;42;2;3;10;7;1;1;1;1;1;3;2;4;1;1;3;1;0;0;1;0;0;1;1;0;-2;4;2;1;-1;-1
Kananga;1133;1406;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3214;3;0;4;6;6;4;5;5;5;5;mundele;the rational sharing;NA;0;0;21;21;2;1;7;3;0;0;0;0;1;3;3;2;1;0;2;1;0;0;0;0;0;0;0;0;-1;3;2;1;1;-1
Kananga;1134;1407;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1423;1;0;7;3;2;8;7;3;6;4;the game of money;love;NA;0;0;19;19;2;1;9;5;1;1;1;1;0;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;1;1;3;4;1;-1
Kananga;1135;1408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;how to share;economy;NA;0;0;26;26;2;3;10;13;1;1;1;1;1;0;4;4;1;1;3;1;1;3;2;3;1;0;1;0;2;2;4;1;2;-2
Kananga;1136;1409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4321;4;0;3;7;5;5;6;4;5;5;white game;love;NA;0;0;27;27;2;5;8;8;1;1;1;1;1;0;2;2;1;1;3;1;0;1;1;1;0;0;0;0;-1;2;1;4;1;-1
Kananga;1137;1410;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3124;3;0;6;4;5;5;4;6;5;5;the game reminds me of the game of six;the equal sharing in society;NA;1;1;45;45;2;2;10;5;1;1;1;1;0;2;1;2;1;1;1;1;0;0;0;0;0;0;0;0;-1;4;4;4;-1;1
Kananga;1138;1411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4231;4;0;5;5;5;5;5;5;5;5;the love of others;the assembly of people in love;NA;0;1;47;47;2;9;10;16;1;1;1;1;1;2;2;3;1;1;2;1;0;0;0;0;0;0;0;0;-1;4;4;3;-1;1
Kananga;1139;1412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the transparancy between unknown;good faith;NA;0;0;32;32;2;5;12;10;1;1;1;1;1;4;4;4;1;1;2;1;0;0;0;0;0;0;0;0;-2;4;5;5;-1;0
Kananga;1140;1413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;this game shows me the intelligence;research;NA;0;0;54;54;5;6;5;5;1;1;1;1;1;4;4;4;1;1;3;1;1;3;4;1;0;0;2;0;1;1;3;4;2;-2
Kananga;1141;1414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2314;2;0;3;7;4;6;3;7;4;6;sharing game;knowledge about people;NA;0;1;54;54;2;8;10;15;1;1;1;1;1;2;2;2;1;1;3;1;0;0;0;0;0;0;0;0;-1;2;4;1;-1;1
Kananga;1142;1415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4321;4;0;4;6;5;5;NA;NA;5;5;the game reminds me of sharing with others;the social life of us;NA;0;0;54;54;2;8;10;10;0;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;-1;4;3;3;1;1
Kananga;1143;1416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;game of six;game of six;NA;0;1;49;49;2;4;9;12;1;1;1;1;0;0;0;0;1;1;2;1;1;2;2;2;1;1;1;1;1;5;5;1;2;-1
Kananga;1144;1417;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1342;1;0;5;5;10;0;5;5;10;0;the game reminds us of the sincerity in the matter;sincerity;NA;0;1;51;51;2;7;15;9;0;0;0;0;1;2;2;2;1;1;2;1;0;0;0;0;0;0;0;0;1;3;4;3;-1;1
Kananga;1145;1418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3412;3;0;5;5;3;7;5;5;1;9;the game of money;the game of love;NA;0;0;28;28;1;0;12;7;1;1;1;1;0;1;1;1;1;1;3;0;0;0;0;0;0;0;0;0;1;1;2;3;1;-1
Kananga;1146;1419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the money game;silver division;NA;0;1;52;52;5;6;9;12;1;1;1;1;1;4;4;4;1;1;2;1;0;0;0;0;0;0;0;0;-2;5;5;5;2;-1
Kananga;1147;1420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1342;1;0;4;6;5;5;5;5;5;5;coin flip game;money play;NA;0;1;49;49;2;10;12;11;1;1;1;0;1;2;2;2;1;1;2;1;0;1;1;1;0;1;2;0;0;5;3;3;1;0
Kananga;1148;1421;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4132;4;0;5;5;5;5;5;5;5;5;i do not know;opnion poll;NA;0;1;42;42;2;3;15;5;1;1;1;1;1;2;2;2;1;1;3;1;0;0;0;0;0;0;0;0;-1;2;3;1;-1;1
Kananga;1149;1422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1432;1;0;5;5;8;2;2;8;7;3;tshisolo;the equal sharing;NA;1;0;62;62;2;10;6;8;1;1;1;1;1;0;1;2;1;1;2;1;1;2;3;2;0;0;2;0;-1;5;3;3;1;0
Kananga;1150;1423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3412;3;0;5;5;6;4;5;5;5;5;coin flip game;evaluation level of consciousness;NA;0;0;24;24;2;1;6;4;1;1;1;1;1;2;2;1;1;1;2;1;0;1;2;2;0;0;1;0;1;4;3;3;-1;-2
Kananga;1151;1424;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;the game unknown players;solidarity;NA;0;0;25;25;2;2;6;8;1;1;1;1;1;3;3;3;1;1;1;1;0;0;0;0;0;0;0;0;1;5;5;5;0;2
